agency,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,provisions,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,view,caretaker,reduced_mobility,metro,tram,bus,logrent
elyade gerance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,650,CC,100.0,650.0,574.0,42.0,10.0,59.44,3,0,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,1.0,0,0,1,1,0,0,1,0,1,0,1,6.478509642208569
elyade gerance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,510,CC,50.0,537.68,460.0,72.5,9.0,41.36,2,1,0,1,0,1,0,1,1,0,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,0,0,0,0,1,0,1,0,0,6.236369590203704
sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,681,CC,60.0,559.5,563.735,154.0,4.0,57.0,3,1,0,1,0,0,0,2,1,0,1.0,0,1,0,1,0,1,individual_electrical,0,0,0,2.0,0,0,1,1,1,0,0,0,0,0,0,6.525029657843462
sporting immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,651,CC,50.0,442.0,630.0,49.0,7.0,61.0,3,1,0,0,0,0,0,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.480044561926653
sporting immobilier,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,930,CC,50.0,456.0,592.0,49.0,4.0,83.0,4,1,0,0,0,0,0,3,1,1,1.0,1,1,0,0,0,1,gas,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.836259277277067
sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,559,CC,60.0,559.5,563.735,210.0,10.0,46.0,2,1,0,1,0,0,0,1,1,0,1.0,0,1,0,0,0,1,individual_gas,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,6.327936783729195
sporting immobilier,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,691,CC,75.0,576.61,580.0,40.0,9.0,61.0,3,1,0,0,0,0,0,2,1,0,1.0,0,0,1,0,0,1,gas,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.539585955617669
avantim aquitaine,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,577,CC,40.0,559.5,537.0,50.0,9.0,43.05,2,0,0,1,21,0,1,1,1,0,1.0,0,1,0,0,0,0,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.359573868672378
centre immobilier toulousain - cit,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,580,CC,50.0,411.97,550.0,343.0,17.0,31.69,1,1,0,1,14,0,0,1,1,0,1.0,0,0,0,0,0,0,individual_electrical,1,0,0,3.0,0,0,0,1,0,0,0,1,1,1,1,6.364750756851911
patrim & co,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,750,CC,50.0,442.0,630.0,160.0,37.0,48.0,2,1,0,1,20,1,0,1,0,1,1.0,0,1,0,0,0,1,individual_gas,0,0,0,2.0,1,0,1,1,1,0,0,0,1,0,0,6.621405651764134
nestenn by solvimo,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,580,CC,130.0,529.1,474.0,72.5,9.0,40.7,2,1,0,1,18,0,1,1,0,1,1.0,0,0,1,1,0,1,central,0,0,0,3.0,0,0,1,1,1,0,0,1,1,0,0,6.364750756851911
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,500,CC,0.0,0.0,630.0,306.0,9.0,31.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.2166061010848646
histoire et patrimoine gestion,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,795,CC,100.0,795.0,525.0,202.0,10.0,66.99,3,1,0,0,30,0,1,2,1,0,1.0,0,1,0,0,0,1,collective_gas,1,0,0,3.0,0,0,1,1,1,0,0,1,0,0,1,6.679599185844383
arc immo transaction,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,570,CC,45.0,480.0,525.0,301.0,16.0,40.0,2,1,0,1,20,1,1,1,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,6.3473892096560105
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1100,CC,0.0,0.0,630.0,184.5,13.0,80.91,2,0,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,7.00397413672268
sarl agestis,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,763,CC,60.0,538.98,610.0,66.0,15.0,65.3,3,1,0,1,0,0,0,2,1,0,1.0,1,0,2,0,0,1,individual_gas,2,0,0,4.0,0,0,1,0,0,0,0,0,1,0,1,6.638567789166521
immobiliare,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,751,CC,112.0,751.0,639.0,44.0,10.0,56.4,3,0,0,0,0,0,1,1,1,1,1.0,0,1,0,1,0,1,individual_gas,1,0,0,6.0,0,0,1,1,1,0,0,0,1,0,0,6.62273632394984
credit agricole immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,540,CC,40.0,586.82,500.0,179.0,6.0,45.14,2,0,0,0,0,1,0,1,1,0,1.0,1,0,0,0,0,1,individual_electrical,2,0,0,2.0,0,0,0,1,0,0,0,0,0,0,1,6.293419278846481
orpi saint georges,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,720,CC,70.0,624.9,605.0,139.0,11.0,61.2,3,0,0,1,21,0,0,2,1,0,1.0,1,0,9,0,0,1,central,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,6.580639137284949
garona immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,566,CC,45.0,346.45,525.0,218.0,12.0,32.2,2,1,0,1,0,1,0,1,1,0,1.0,0,0,1,0,0,1,individual,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.340359303727752
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,490,CC,20.0,150.0,940.0,202.0,13.0,15.0,1,0,0,1,0,1,1,0,0,1,1.0,0,0,0,1,0,0,individual_electrical,0,0,0,1.0,1,0,0,1,0,0,0,0,1,1,0,6.19644412779452
senzo immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,600,CC,65.0,440.0,535.0,10.0,5.0,51.0,2,1,0,0,0,1,1,1,0,1,1.0,0,1,0,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.398594934535208
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,510,CC,70.0,1058.68,440.0,329.0,18.0,50.83,2,0,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0,0,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.236369590203704
auditia transaction - agent commercial,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,548,CC,75.0,576.61,580.0,72.5,9.0,39.63,2,0,0,1,0,0,0,1,1,0,1.0,0,0,1,1,0,0,gas,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,6.3080984415095305
tagerim gestion,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,708,CC,70.0,624.9,605.0,233.0,12.0,64.82,3,0,0,0,33,1,0,2,1,0,1.0,0,1,1,0,0,1,individual_electrical,0,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.5638555265321274
centorimmo toulouse,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,470,CC,50.0,456.0,592.0,527.0,31.0,22.0,1,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,6.154858094016418
cgere,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,852,CC,70.0,624.9,605.0,139.0,11.0,67.0,3,1,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,2,1,0,2.0,0,0,1,1,0,0,0,1,0,0,0,6.748759547491679
cabinet du midi,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,841,CC,80.0,639.42,761.22,174.0,8.0,66.0,3,1,0,1,25,0,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,1,1,0,2.0,0,0,1,1,0,1,0,0,1,0,0,6.7357800142423265
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,405,CC,30.0,252.31,375.44,233.0,10.0,19.41,1,1,0,0,0,1,0,0,0,0,1.0,0,1,0,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.0063531596017325
credit agricole immobilier,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,531,CC,50.0,549.38,481.0,183.0,7.0,42.26,2,0,0,0,0,1,0,1,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,1,1.0,0,0,0,1,0,0,0,0,1,0,1,6.2766434893416445
carre immo,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,573,CC,50.0,559.0,523.0,58.0,13.0,43.0,2,0,1,1,19,0,0,1,1,0,1.0,1,1,0,0,0,0,individual_gas,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,1,6.352629396319567
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,714,CC,60.0,627.0,654.0,147.0,12.0,63.5,3,1,0,1,0,1,1,2,1,0,1.0,1,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,1,1,0,1,1,0,0,6.5722825426940075
sogem,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,753,CC,82.0,763.0,671.0,102.0,23.0,58.68,3,0,1,0,0,0,0,2,1,0,1.0,0,0,0,0,0,0,individual_gas,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,6.625392368007956
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,965,CC,117.0,965.08,848.08,189.0,44.0,97.0,4,1,0,1,24,1,0,3,1,0,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,1,6.873163834212518
sng extensia,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,709,CC,63.0,709.0,646.0,51.0,11.0,58.0,3,0,0,1,25,1,0,2,0,1,1.0,1,0,1,0,0,0,individual_gas,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,6.565264970035361
cabinet molieres,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,767,CC,38.0,520.0,1458.0,184.5,13.0,40.0,2,0,0,0,0,0,0,1,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,1,0,0,0,0,1,0,0,6.643789733147672
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,649,CC,45.0,325.0,1208.0,433.0,25.0,25.0,1,0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,1,0,0,6.476972362889683
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,510,CC,60.0,390.0,0.0,202.0,13.0,30.0,1,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,1,collective_gas,1,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,6.236369590203704
elyade gerance,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,536,CC,55.0,492.96,481.0,61.0,14.0,37.92,2,1,0,0,0,1,0,1,1,1,1.0,0,0,0,0,0,0,collective_gas,1,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,6.285998094508865
None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,703,CC,100.0,582.0,663.0,43.0,16.0,60.0,3,1,0,1,0,0,0,2,1,0,1.0,0,1,1,0,0,1,gas,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,6.556778356158042
afedim gestion,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,705,CC,67.5,579.84,650.0,52.0,12.0,61.53,3,1,0,0,0,0,0,2,1,0,1.0,0,1,0,0,0,0,individual_gas,0,0,0,3.0,0,0,1,0,0,0,0,0,0,1,1,6.559615237493242
None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,647,CC,122.0,636.99,525.27,167.0,39.0,49.0,2,0,0,1,0,0,0,1,1,0,1.0,0,1,1,0,0,0,collective_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.473890696352274
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,465,CC,0.0,0.0,630.0,184.5,13.0,32.0,1,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.144185634125646
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,877,CC,0.0,0.0,563.735,40.0,2.0,63.96,3,0,0,1,0,0,0,2,0,1,1.0,0,1,1,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,6.777646593635117
auditia transaction - agent commercial,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,702,CC,50.0,442.0,630.0,184.5,13.0,58.79,3,1,0,1,0,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,3.0,0,0,0,1,0,0,0,0,1,0,0,6.555356891810665
sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,685,CC,60.0,559.5,563.735,50.0,5.0,60.98,3,0,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,1,gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,6.530877627725885
cabinet ficat moulas,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,585,CC,45.0,390.0,1080.0,115.0,32.0,30.0,1,0,0,0,0,1,1,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,1,0,0,1,0,0,0,0,0,0,0,6.373319789577012
point sud immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,792,CC,70.0,788.97,652.0,67.0,15.0,60.69,3,0,1,1,27,1,1,2,1,0,2.0,0,1,1,0,0,1,individual_gas,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,6.675823221634848
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,655,CC,65.0,627.76,590.0,183.0,8.0,48.29,2,1,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.486160788944089
adl immobilier,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,578,CC,75.0,576.61,580.0,76.0,16.0,43.08,2,1,0,0,0,0,1,1,1,0,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,1,0,1,6.361302477572996
cornebarrieu immobilier,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,585,CC,60.0,525.0,525.0,66.0,15.0,40.0,2,1,0,1,19,0,0,1,1,0,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,1,1,0,0,1,0,0,1,6.373319789577012
sarl agestis,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,660,CC,75.0,576.61,580.0,189.0,10.0,60.11,3,1,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.493753839851686
histoire et patrimoine gestion,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,783,CC,120.0,783.0,605.0,139.0,11.0,60.6,3,1,0,0,27,0,1,2,1,0,1.0,0,0,1,0,0,1,collective_gas,1,0,0,1.0,0,0,1,1,1,0,0,1,0,0,1,6.664409020350408
histoire et patrimoine gestion,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,781,CC,120.0,781.0,605.0,139.0,11.0,60.8,3,1,0,0,25,0,1,2,1,0,1.0,0,1,0,0,0,1,collective_gas,1,0,0,3.0,0,0,1,1,1,0,0,1,0,0,1,6.661854740545311
pure gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,550,CC,60.0,433.0,490.0,184.5,13.0,43.3,2,1,0,0,21,1,0,1,1,0,1.0,0,1,0,0,0,1,individual_electrical,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,6.311734809152915
auditia transaction - agent commercial,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,550,CC,60.0,559.5,563.735,50.0,9.0,39.89,2,1,0,1,0,1,0,1,0,1,1.0,1,0,0,0,0,0,individual_gas,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.311734809152915
cabinet du midi,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,540,CC,15.0,427.44,525.0,195.0,45.0,42.11,2,1,1,1,0,1,0,1,0,1,1.0,0,0,0,1,0,1,individual_gas,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,6.293419278846481
pure gestion locative,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,527,CC,50.0,381.0,477.0,155.5,11.0,38.1,2,1,0,0,20,1,0,1,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.269096283706261
soprim,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,518,CC,75.0,576.61,580.0,179.0,6.0,39.0,2,0,0,1,18,0,0,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,6.251903883165888
louer1appart com,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,555,CC,55.0,559.5,500.0,39.0,9.0,45.46,2,1,0,1,0,1,0,1,1,1,1.0,1,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1,6.320768294250582
nestenn by solvimo,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,640,CC,111.0,0.0,529.0,160.0,10.0,63.34,3,1,0,1,20,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,6.46302945692067
1pact immo,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,630,CC,63.0,500.0,567.0,229.0,12.0,45.0,2,1,0,0,20,1,1,1,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,6.447305862541213
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,699,CC,40.0,0.0,1319.84,202.0,13.0,38.0,2,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,individual_electrical,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,6.551080335043404
auditia transaction - agent commercial,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,488,CC,50.0,442.0,630.0,184.5,13.0,24.35,1,0,0,1,0,0,0,0,1,0,1.0,0,0,1,0,0,0,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,6.192362489474872
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,396,CC,30.0,262.21,366.0,331.0,17.0,20.17,1,1,0,0,0,0,0,0,1,1,1.0,1,0,1,0,0,1,individual_electrical,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,5.983936280687191
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,445,CC,45.0,330.0,400.0,216.0,50.0,25.39,1,0,0,0,0,1,0,1,0,1,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,1,6.100318952020064
arc immo transaction,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,400,CC,58.0,190.0,342.0,206.5,12.0,15.0,1,0,0,0,0,1,0,0,0,1,1.0,0,1,0,0,0,0,gas,0,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,5.993961427306569
primo immobilier,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,487,CC,70.0,404.56,417.27,154.0,42.0,31.12,2,0,0,0,18,0,1,1,1,0,1.0,0,0,1,1,0,0,collective_gas,1,0,0,2.0,0,0,1,1,0,0,0,0,1,0,0,6.1903154058531475
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,738,CC,136.37,0.0,658.8,184.5,13.0,84.0,3,1,0,1,26,0,0,2,1,0,1.0,1,1,1,0,0,1,central,0,0,0,3.0,0,0,1,1,1,1,1,0,1,0,0,6.6052979209482015
sarl agestis,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,548,CC,75.0,576.61,580.0,161.0,7.0,45.2,2,0,0,1,0,1,0,1,1,0,1.0,1,0,1,0,0,1,individual_electrical,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,6.3080984415095305
None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,650,CC,60.0,566.4,590.0,72.5,9.0,58.0,3,1,0,1,0,0,0,2,1,1,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.478509642208569
sng extensia,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,750,CC,70.0,624.9,605.0,50.0,5.0,60.56,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,collective_gas,1,0,0,5.0,0,0,1,0,0,0,0,0,0,0,1,6.621405651764134
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,480,CC,30.0,126.67,450.0,330.0,18.0,23.03,1,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.175867270105761
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,670,CC,75.0,475.0,655.0,46.0,10.0,60.0,3,1,0,1,0,0,0,2,1,0,1.0,0,0,1,0,0,1,gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.508769136971682
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,698,CC,88.34,820.3,610.0,50.0,11.0,63.1,3,1,0,1,0,0,1,2,1,0,1.0,0,0,1,0,0,1,individual_gas,1,0,0,1.0,0,0,1,1,0,0,0,1,0,0,0,6.54965074223381
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,620,CC,60.0,612.37,560.0,264.0,13.0,56.43,3,0,0,0,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.431331081933479
sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,700,CC,60.0,559.5,563.735,50.0,5.0,63.4,3,0,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,6.55250788703459
tagerim gestion,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,634,CC,75.0,576.61,580.0,211.0,9.0,62.95,3,0,0,0,25,1,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,2,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.453624998892692
sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,675,CC,60.0,559.5,563.735,52.0,12.0,61.0,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,1,gas,0,0,0,2.0,0,0,1,0,1,0,0,0,0,0,0,6.516193076042964
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,662,CC,90.0,800.8,572.0,99.0,23.0,61.6,3,0,0,0,0,1,0,2,1,0,1.0,1,1,0,0,0,0,collective_gas,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,6.4967749901858625
immo de france midi-pyrenees,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,767,CC,50.0,520.0,591.0,156.0,36.0,73.0,3,1,0,0,0,0,0,2,1,0,1.0,0,1,0,1,0,1,individual_gas,0,1,0,6.0,0,0,1,0,0,0,0,0,1,0,0,6.643789733147672
sarl agestis,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,489,CC,50.0,442.0,630.0,238.0,11.0,23.0,1,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,1,0,0,2.0,0,0,1,0,0,0,0,0,1,0,1,6.194405391104672
cabinet claude sanchez,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,878,CC,50.0,442.0,630.0,200.0,47.0,64.0,3,0,0,0,0,0,0,2,0,1,1.0,0,0,0,1,0,1,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.778784897685177
